2.19198,0.132,1.97678,0.401,1.60145,0.547,2.19679,0.109,1.94739,0.433,1.29661,0.639
2.18656,0.172,1.50571,0.697,0.81039,0.84,2.19038,0.154,1.36124,0.74,0.35652,0.917
2.18136,0.173,1.20106,0.815,0.57807,0.883,2.18392,0.175,0.92393,0.869,0.10603,0.989
2.17643,0.155,1.00607,0.849,0.47443,0.895,2.17766,0.225,0.64848,0.916,0.04601,0.999
2.17167,0.148,0.87228,0.871,0.41131,0.911,2.17147,0.25,0.47699,0.931,0.02531,1
2.16707,0.146,0.77537,0.884,0.36749,0.921,2.1653,0.243,0.36571,0.943,0.01546,1
2.1626,0.145,0.70193,0.891,0.33461,0.926,2.15906,0.23,0.28882,0.955,0.01175,1
2.15824,0.145,0.64423,0.897,0.30863,0.931,2.1527,0.215,0.23271,0.965,0.00954,1
2.15398,0.145,0.59754,0.9,0.28733,0.935,2.14613,0.207,0.19005,0.976,0.00802,1
2.14982,0.145,0.55884,0.902,0.26938,0.939,2.1393,0.199,0.1568,0.987,0.00691,1
2.14572,0.145,0.52613,0.908,0.25396,0.942,2.13211,0.197,0.13061,0.99,0.00606,1
2.1417,0.145,0.49801,0.91,0.24049,0.944,2.12449,0.195,0.10983,0.994,0.0054,1
2.13773,0.147,0.4735,0.914,0.22859,0.946,2.11634,0.199,0.09329,0.995,0.00486,1
2.13382,0.149,0.45189,0.918,0.21795,0.952,2.10754,0.205,0.08003,0.997,0.00441,1
2.12995,0.151,0.43263,0.92,0.20837,0.956,2.09796,0.214,0.06934,0.997,0.00404,1
2.12612,0.158,0.41533,0.924,0.19968,0.957,2.08746,0.231,0.06064,0.998,0.00373,1
2.12233,0.16,0.39965,0.928,0.19174,0.959,2.07587,0.248,0.05349,0.998,0.00345,1
2.11857,0.161,0.38535,0.929,0.18444,0.96,2.06297,0.273,0.04757,0.998,0.00322,1
2.11483,0.164,0.37224,0.929,0.1777,0.962,2.04852,0.304,0.04261,0.998,0.00301,1
2.11112,0.166,0.36014,0.93,0.17145,0.965,2.03222,0.347,0.03842,0.998,0.00283,1
2.10744,0.169,0.34893,0.935,0.16562,0.966,2.01374,0.384,0.03486,0.998,0.00267,1
2.10377,0.177,0.33851,0.938,0.16017,0.968,1.99266,0.417,0.0318,0.999,0.00252,1
2.10012,0.178,0.32877,0.939,0.15506,0.969,1.96851,0.439,0.02915,0.999,0.00239,1
2.0965,0.181,0.31964,0.941,0.15025,0.97,1.94079,0.474,0.02684,0.999,0.00227,1
2.09288,0.187,0.31106,0.943,0.14571,0.976,1.90911,0.501,0.02482,1,0.00216,1
2.08928,0.191,0.30297,0.946,0.14141,0.977,1.8731,0.523,0.02305,1,0.00207,1
2.0857,0.197,0.29533,0.947,0.13734,0.978,1.83268,0.538,0.02147,1,0.00198,1
2.08213,0.203,0.28809,0.95,0.13347,0.978,1.78822,0.548,0.02007,1,0.00189,1
2.07857,0.214,0.28122,0.952,0.12978,0.979,1.74052,0.565,0.01881,1,0.00182,1
2.07502,0.221,0.27468,0.954,0.12627,0.98,1.69086,0.575,0.01768,1,0.00175,1
2.07149,0.235,0.26845,0.957,0.12291,0.981,1.64081,0.588,0.01666,1,0.00168,1
2.06796,0.249,0.26251,0.958,0.11971,0.982,1.59168,0.595,0.01574,1,0.00162,1
2.06445,0.268,0.25683,0.96,0.11664,0.985,1.54436,0.602,0.01489,1,0.00156,1
2.06094,0.28,0.25139,0.962,0.11371,0.985,1.49909,0.611,0.01413,1,0.00151,1
2.05745,0.291,0.24618,0.962,0.11089,0.985,1.45574,0.624,0.01342,1,0.00146,1
2.05397,0.303,0.24118,0.965,0.1082,0.987,1.414,0.634,0.01278,1,0.00142,1
2.05049,0.318,0.23637,0.967,0.10561,0.987,1.37361,0.646,0.01219,1,0.00137,1
2.04702,0.327,0.23175,0.968,0.10312,0.988,1.33452,0.653,0.01164,1,0.00133,1
2.04357,0.336,0.22731,0.969,0.10074,0.99,1.29672,0.656,0.01114,1,0.00129,1
2.04012,0.352,0.22302,0.969,0.09845,0.991,1.26026,0.661,0.01067,1,0.00125,1
2.03668,0.372,0.21889,0.971,0.09624,0.992,1.22498,0.665,0.01024,1,0.00122,1
2.03325,0.384,0.2149,0.971,0.09413,0.993,1.19064,0.669,0.00984,1,0.00119,1
2.02983,0.396,0.21105,0.972,0.09209,0.995,1.15697,0.676,0.00946,1,0.00116,1
2.02642,0.405,0.20733,0.973,0.09013,0.996,1.12359,0.677,0.00911,1,0.00113,1
2.02301,0.416,0.20373,0.974,0.08825,0.996,1.09022,0.681,0.00878,1,0.0011,1
2.01961,0.422,0.20024,0.975,0.08643,0.996,1.0567,0.686,0.00848,1,0.00107,1
2.01623,0.433,0.19687,0.976,0.08468,0.996,1.02289,0.693,0.00819,1,0.00105,1
2.01285,0.441,0.1936,0.977,0.083,0.996,0.98882,0.703,0.00792,1,0.00102,1
2.00948,0.453,0.19042,0.978,0.08138,0.996,0.95462,0.713,0.00766,1,0.001,1
2.00611,0.458,0.18735,0.978,0.07981,0.996,0.92046,0.726,0.00742,1,0.00098,1
